selector_label,case_count,all_truth_case_count,target0_hit_count,target1_hit_count,target2_hit_count,mean_unique_truth_hit_count,dominant_failure_label,component_balanced_weight,hybrid_span_component_weight,component_min_weight,span_prior_weight,signed_gap_prior_weight,center_prior_weight,rank_sum_weight,max_rank_weight
cb1_hy0.2_min1_span0_sgap2_center0.2_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,1.0,0.0,2.0,0.2,0.0,0.0
cb1_hy0.2_min1_span0_sgap2_center0_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,1.0,0.0,2.0,0.0,0.0,0.0
cb1_hy0.2_min2_span0.5_sgap1_center0.2_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,0.5,1.0,0.2,0.0,0.0
cb1_hy0.2_min2_span0.5_sgap1_center0_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,0.5,1.0,0.0,0.0,0.0
cb1_hy0.2_min2_span0.5_sgap2_center0.2_rank0.1,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,0.5,2.0,0.2,0.1,0.05
cb1_hy0.2_min2_span0.5_sgap2_center0_rank0.05,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,0.5,2.0,0.0,0.05,0.025
cb1_hy0.2_min2_span0.5_sgap2_center0_rank0.1,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,0.5,2.0,0.0,0.1,0.05
cb1_hy0.2_min2_span1_sgap1_center0.2_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,1.0,1.0,0.2,0.0,0.0
cb1_hy0.2_min2_span1_sgap1_center0.2_rank0.05,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,1.0,1.0,0.2,0.05,0.025
cb1_hy0.2_min2_span1_sgap1_center0_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.2,2.0,1.0,1.0,0.0,0.0,0.0
cb1_hy0_min1_span0_sgap2_center0.2_rank0.05,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,1.0,0.0,2.0,0.2,0.05,0.025
cb1_hy0_min1_span0_sgap2_center0.2_rank0.1,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,1.0,0.0,2.0,0.2,0.1,0.05
cb1_hy0_min1_span0_sgap2_center0_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
cb1_hy0_min1_span0_sgap2_center0_rank0.05,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,1.0,0.0,2.0,0.0,0.05,0.025
cb1_hy0_min2_span0.5_sgap1_center0.2_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,2.0,0.5,1.0,0.2,0.0,0.0
cb1_hy0_min2_span0.5_sgap1_center0.2_rank0.1,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,2.0,0.5,1.0,0.2,0.1,0.05
cb1_hy0_min2_span0.5_sgap1_center0_rank0,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0
cb1_hy0_min2_span0.5_sgap1_center0_rank0.05,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,2.0,0.5,1.0,0.0,0.05,0.025
cb1_hy0_min2_span0.5_sgap1_center0_rank0.1,12,2,4,3,9,1.3333333333333333,missing_target0_target1,1.0,0.0,2.0,0.5,1.0,0.0,0.1,0.05
cb0.5_hy0.2_min0_span0_sgap4_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,0.0,0.0,4.0,0.0,0.05,0.025
cb0.5_hy0.2_min0_span0_sgap4_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,0.0,0.0,4.0,0.0,0.1,0.05
cb0.5_hy0.2_min0_span0_sgap8_center0.2_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,0.0,0.0,8.0,0.2,0.05,0.025
cb0.5_hy0.2_min0_span0_sgap8_center0.2_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,0.0,0.0,8.0,0.2,0.1,0.05
cb0.5_hy0.2_min0_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,0.0,0.0,8.0,0.0,0.0,0.0
cb0.5_hy0.2_min0_span0_sgap8_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,0.0,0.0,8.0,0.0,0.05,0.025
cb0.5_hy0.2_min0_span0_sgap8_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,0.0,0.0,8.0,0.0,0.1,0.05
cb0.5_hy0.2_min1_span0_sgap4_center0.2_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,1.0,0.0,4.0,0.2,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap8_center0.2_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,1.0,0.0,8.0,0.2,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap8_center0.2_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,1.0,0.0,8.0,0.2,0.05,0.025
cb0.5_hy0.2_min1_span0_sgap8_center0.2_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,1.0,0.0,8.0,0.2,0.1,0.05
cb0.5_hy0.2_min1_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,1.0,0.0,8.0,0.0,0.0,0.0
cb0.5_hy0.2_min2_span0_sgap8_center0.2_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,2.0,0.0,8.0,0.2,0.0,0.0
cb0.5_hy0.2_min2_span0_sgap8_center0.2_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.2,2.0,0.0,8.0,0.2,0.05,0.025
cb0.5_hy0_min0_span0_sgap4_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0
cb0.5_hy0_min0_span0_sgap4_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.0,0.0,0.0,4.0,0.0,0.05,0.025
cb0.5_hy0_min0_span0_sgap4_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.0,0.0,0.0,4.0,0.0,0.1,0.05
cb0.5_hy0_min1_span0_sgap4_center0.2_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.0,1.0,0.0,4.0,0.2,0.05,0.025
cb0.5_hy0_min1_span0_sgap4_center0.2_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.0,1.0,0.0,4.0,0.2,0.1,0.05
cb0.5_hy0_min1_span0_sgap4_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.0,1.0,0.0,4.0,0.0,0.0,0.0
cb0.5_hy0_min1_span0_sgap4_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,0.5,0.0,1.0,0.0,4.0,0.0,0.05,0.025
cb0_hy0.2_min0_span0_sgap2_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0
cb1_hy0.2_min0_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,0.0,0.0,8.0,0.0,0.0,0.0
cb1_hy0.2_min0_span0_sgap8_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,0.0,0.0,8.0,0.0,0.05,0.025
cb1_hy0.2_min0_span0_sgap8_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,0.0,0.0,8.0,0.0,0.1,0.05
cb1_hy0.2_min1_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,1.0,0.0,8.0,0.0,0.0,0.0
cb1_hy0.2_min1_span0_sgap8_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,1.0,0.0,8.0,0.0,0.05,0.025
cb1_hy0.2_min1_span0_sgap8_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,1.0,0.0,8.0,0.0,0.1,0.05
cb1_hy0.2_min2_span0_sgap8_center0.2_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,2.0,0.0,8.0,0.2,0.0,0.0
cb1_hy0.2_min2_span0_sgap8_center0.2_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,2.0,0.0,8.0,0.2,0.05,0.025
cb1_hy0.2_min2_span0_sgap8_center0.2_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,2.0,0.0,8.0,0.2,0.1,0.05
cb1_hy0.2_min2_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,2.0,0.0,8.0,0.0,0.0,0.0
cb1_hy0.2_min2_span0_sgap8_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.2,2.0,0.0,8.0,0.0,0.05,0.025
cb1_hy0_min0_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
cb1_hy0_min0_span0_sgap8_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,0.0,0.0,8.0,0.0,0.05,0.025
cb1_hy0_min0_span0_sgap8_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,0.0,0.0,8.0,0.0,0.1,0.05
cb1_hy0_min1_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
cb1_hy0_min1_span0_sgap8_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,1.0,0.0,8.0,0.0,0.05,0.025
cb1_hy0_min1_span0_sgap8_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,1.0,0.0,8.0,0.0,0.1,0.05
cb1_hy0_min2_span0_sgap8_center0.2_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.0,8.0,0.2,0.0,0.0
cb1_hy0_min2_span0_sgap8_center0.2_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.0,8.0,0.2,0.05,0.025
cb1_hy0_min2_span0_sgap8_center0.2_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.0,8.0,0.2,0.1,0.05
cb1_hy0_min2_span0_sgap8_center0_rank0,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0
cb1_hy0_min2_span0_sgap8_center0_rank0.05,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.0,8.0,0.0,0.05,0.025
cb1_hy0_min2_span0_sgap8_center0_rank0.1,12,2,6,3,6,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.0,8.0,0.0,0.1,0.05
cb0_hy0_min0_span0.5_sgap4_center0_rank0,12,2,5,4,6,1.25,missing_target0_target1_target2,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0
cb0_hy0_min0_span1_sgap8_center0_rank0,12,2,5,4,6,1.25,missing_target0_target1_target2,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap4_center0.2_rank0.05,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,4.0,0.2,0.05,0.025
cb0.5_hy0.2_min1_span0_sgap4_center0.2_rank0.1,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,4.0,0.2,0.1,0.05
cb0.5_hy0.2_min1_span0_sgap4_center0_rank0,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,4.0,0.0,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap4_center0_rank0.05,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,4.0,0.0,0.05,0.025
cb0.5_hy0.2_min1_span0_sgap4_center0_rank0.1,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,4.0,0.0,0.1,0.05
cb0.5_hy0.2_min2_span0.5_sgap8_center0.2_rank0.1,12,2,5,3,7,1.25,missing_target0_target1_target2,0.5,0.2,2.0,0.5,8.0,0.2,0.1,0.05
cb0.5_hy0.2_min2_span0.5_sgap8_center0_rank0.05,12,2,5,3,7,1.25,missing_target0_target1_target2,0.5,0.2,2.0,0.5,8.0,0.0,0.05,0.025
cb0.5_hy0.2_min2_span0.5_sgap8_center0_rank0.1,12,2,5,3,7,1.25,missing_target0_target1_target2,0.5,0.2,2.0,0.5,8.0,0.0,0.1,0.05
cb0.5_hy0.2_min2_span0_sgap4_center0.2_rank0,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,4.0,0.2,0.0,0.0
cb0.5_hy0.2_min2_span0_sgap4_center0.2_rank0.05,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,4.0,0.2,0.05,0.025
cb0.5_hy0_min1_span0.5_sgap4_center0_rank0.05,12,2,5,3,7,1.25,missing_target0_target1_target2,0.5,0.0,1.0,0.5,4.0,0.0,0.05,0.025
cb0.5_hy0_min1_span0_sgap2_center0.2_rank0.05,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.0,1.0,0.0,2.0,0.2,0.05,0.025
cb0.5_hy0_min2_span0_sgap4_center0.2_rank0,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,4.0,0.2,0.0,0.0
cb0.5_hy0_min2_span0_sgap4_center0.2_rank0.05,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,4.0,0.2,0.05,0.025
cb0.5_hy0_min2_span0_sgap4_center0.2_rank0.1,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,4.0,0.2,0.1,0.05
cb0.5_hy0_min2_span0_sgap4_center0_rank0,12,2,5,3,7,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,4.0,0.0,0.0,0.0
cb0_hy0.2_min0_span0_sgap1_center0_rank0,12,2,5,3,7,1.25,missing_target0_target1,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0
cb0_hy0.2_min0_span0_sgap8_center0.2_rank0,12,2,5,3,7,1.25,missing_target0_target1,0.0,0.2,0.0,0.0,8.0,0.2,0.0,0.0
cb0_hy0.2_min1_span0_sgap2_center0.2_rank0,12,2,5,3,7,1.25,missing_target0_target1,0.0,0.2,1.0,0.0,2.0,0.2,0.0,0.0
cb1_hy0.2_min2_span0.5_sgap8_center0_rank0,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.2,2.0,0.5,8.0,0.0,0.0,0.0
cb1_hy0.2_min2_span0_sgap8_center0_rank0.1,12,2,5,3,7,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,8.0,0.0,0.1,0.05
cb1_hy0_min1_span0.5_sgap8_center0_rank0.05,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,1.0,0.5,8.0,0.0,0.05,0.025
cb1_hy0_min1_span0.5_sgap8_center0_rank0.1,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,1.0,0.5,8.0,0.0,0.1,0.05
cb1_hy0_min1_span0_sgap4_center0_rank0.1,12,2,5,3,7,1.25,missing_target0_target1,1.0,0.0,1.0,0.0,4.0,0.0,0.1,0.05
cb1_hy0_min2_span0.5_sgap8_center0.2_rank0,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.5,8.0,0.2,0.0,0.0
cb1_hy0_min2_span0.5_sgap8_center0.2_rank0.05,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.5,8.0,0.2,0.05,0.025
cb1_hy0_min2_span0.5_sgap8_center0_rank0,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.5,8.0,0.0,0.0,0.0
cb1_hy0_min2_span0.5_sgap8_center0_rank0.05,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.5,8.0,0.0,0.05,0.025
cb1_hy0_min2_span0.5_sgap8_center0_rank0.1,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,2.0,0.5,8.0,0.0,0.1,0.05
cb1_hy0_min2_span0_sgap4_center0.2_rank0.1,12,2,5,3,7,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,4.0,0.2,0.1,0.05
cb1_hy0_min2_span1_sgap8_center0_rank0.05,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,2.0,1.0,8.0,0.0,0.05,0.025
cb1_hy0_min2_span1_sgap8_center0_rank0.1,12,2,5,3,7,1.25,missing_target0_target1_target2,1.0,0.0,2.0,1.0,8.0,0.0,0.1,0.05
cb0.5_hy0_min2_span2_sgap1_center0.2_rank0,12,2,4,5,6,1.25,missing_target0_target1_target2,0.5,0.0,2.0,2.0,1.0,0.2,0.0,0.0
cb0.5_hy0_min2_span2_sgap1_center0_rank0,12,2,4,5,6,1.25,missing_target0_target1_target2,0.5,0.0,2.0,2.0,1.0,0.0,0.0,0.0
cb1_hy0_min0_span2_sgap1_center0.2_rank0,12,2,4,5,6,1.25,missing_target0_target1_target2,1.0,0.0,0.0,2.0,1.0,0.2,0.0,0.0
cb1_hy0_min0_span2_sgap1_center0_rank0,12,2,4,5,6,1.25,missing_target0_target1_target2,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap2_center0.2_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,2.0,0.2,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap2_center0.2_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,2.0,0.2,0.05,0.025
cb0.5_hy0.2_min1_span0_sgap2_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,2.0,0.0,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap2_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,2.0,0.0,0.05,0.025
cb0.5_hy0.2_min1_span0_sgap2_center0_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,1.0,0.0,2.0,0.0,0.1,0.05
cb0.5_hy0.2_min2_span0_sgap2_center0.2_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,2.0,0.2,0.0,0.0
cb0.5_hy0.2_min2_span0_sgap2_center0.2_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,2.0,0.2,0.05,0.025
cb0.5_hy0.2_min2_span0_sgap2_center0.2_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,2.0,0.2,0.1,0.05
cb0.5_hy0.2_min2_span0_sgap2_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,2.0,0.0,0.0,0.0
cb0.5_hy0.2_min2_span0_sgap2_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,2.0,0.0,0.05,0.025
cb0.5_hy0.2_min2_span0_sgap2_center0_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,2.0,0.0,2.0,0.0,0.1,0.05
cb0.5_hy0.2_min2_span1_sgap1_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.2,2.0,1.0,1.0,0.0,0.0,0.0
cb0.5_hy0_min1_span0_sgap1_center0.2_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,1.0,0.0,1.0,0.2,0.05,0.025
cb0.5_hy0_min1_span0_sgap1_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
cb0.5_hy0_min1_span0_sgap1_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,1.0,0.0,1.0,0.0,0.05,0.025
cb0.5_hy0_min2_span0_sgap1_center0.2_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,1.0,0.2,0.0,0.0
cb0.5_hy0_min2_span0_sgap1_center0.2_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,1.0,0.2,0.05,0.025
cb0.5_hy0_min2_span0_sgap1_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0
cb0.5_hy0_min2_span0_sgap1_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,1.0,0.0,0.05,0.025
cb0.5_hy0_min2_span0_sgap2_center0.2_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,2.0,0.2,0.0,0.0
cb0.5_hy0_min2_span0_sgap2_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,2.0,0.0,0.0,0.0
cb0.5_hy0_min2_span0_sgap2_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,0.5,0.0,2.0,0.0,2.0,0.0,0.05,0.025
cb1_hy0.2_min1_span0_sgap4_center0_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,1.0,0.0,4.0,0.0,0.1,0.05
cb1_hy0.2_min2_span0_sgap2_center0.2_rank0,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,2.0,0.2,0.0,0.0
cb1_hy0.2_min2_span0_sgap2_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,2.0,0.0,0.0,0.0
cb1_hy0.2_min2_span0_sgap4_center0.2_rank0,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,4.0,0.2,0.0,0.0
cb1_hy0.2_min2_span0_sgap4_center0.2_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,4.0,0.2,0.05,0.025
cb1_hy0.2_min2_span0_sgap4_center0.2_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,4.0,0.2,0.1,0.05
cb1_hy0.2_min2_span0_sgap4_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,4.0,0.0,0.0,0.0
cb1_hy0.2_min2_span0_sgap4_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,4.0,0.0,0.05,0.025
cb1_hy0.2_min2_span0_sgap4_center0_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.2,2.0,0.0,4.0,0.0,0.1,0.05
cb1_hy0_min1_span0_sgap2_center0_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,1.0,0.0,2.0,0.0,0.1,0.05
cb1_hy0_min2_span0_sgap2_center0.2_rank0,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,2.0,0.2,0.0,0.0
cb1_hy0_min2_span0_sgap2_center0.2_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,2.0,0.2,0.05,0.025
cb1_hy0_min2_span0_sgap2_center0.2_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,2.0,0.2,0.1,0.05
cb1_hy0_min2_span0_sgap2_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
cb1_hy0_min2_span0_sgap2_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,2.0,0.0,0.05,0.025
cb1_hy0_min2_span0_sgap2_center0_rank0.1,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,2.0,0.0,0.1,0.05
cb1_hy0_min2_span0_sgap4_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,0.0,4.0,0.0,0.05,0.025
cb1_hy0_min2_span1_sgap1_center0_rank0,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
cb1_hy0_min2_span1_sgap1_center0_rank0.05,12,2,4,3,8,1.25,missing_target0_target1,1.0,0.0,2.0,1.0,1.0,0.0,0.05,0.025
cb0_hy0_min1_span0_sgap8_center0.2_rank0,12,2,7,4,3,1.1666666666666667,missing_target0_target1_target2,0.0,0.0,1.0,0.0,8.0,0.2,0.0,0.0
cb0_hy0_min1_span0_sgap8_center0_rank0,12,2,7,4,3,1.1666666666666667,missing_target0_target1_target2,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0
cb0.5_hy0.2_min1_span0_sgap8_center0_rank0.05,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.2,1.0,0.0,8.0,0.0,0.05,0.025
cb0.5_hy0.2_min1_span0_sgap8_center0_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.2,1.0,0.0,8.0,0.0,0.1,0.05
cb0.5_hy0.2_min2_span0_sgap8_center0.2_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.2,2.0,0.0,8.0,0.2,0.1,0.05
cb0.5_hy0.2_min2_span0_sgap8_center0_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.2,2.0,0.0,8.0,0.0,0.1,0.05
cb0.5_hy0_min0_span0_sgap8_center0_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.0,0.0,0.0,8.0,0.0,0.1,0.05
cb0.5_hy0_min1_span0_sgap4_center0_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.0,1.0,0.0,4.0,0.0,0.1,0.05
cb0.5_hy0_min1_span0_sgap8_center0.2_rank0,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.0,1.0,0.0,8.0,0.2,0.0,0.0
cb0.5_hy0_min1_span0_sgap8_center0.2_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.0,1.0,0.0,8.0,0.2,0.1,0.05
cb0.5_hy0_min1_span0_sgap8_center0_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.0,1.0,0.0,8.0,0.0,0.1,0.05
cb0.5_hy0_min2_span0_sgap8_center0.2_rank0,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.0,2.0,0.0,8.0,0.2,0.0,0.0
cb0.5_hy0_min2_span0_sgap8_center0.2_rank0.1,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.5,0.0,2.0,0.0,8.0,0.2,0.1,0.05
cb0_hy0.2_min1_span0_sgap4_center0.2_rank0,12,2,6,3,5,1.1666666666666667,missing_target0_target1_target2,0.0,0.2,1.0,0.0,4.0,0.2,0.0,0.0
