variant_label,envelope_weight,structural_weight,support_weight,center_weight,span_threshold_mm,case_label,branch_key,seed,case_variant,run_name,selection_mode,component_candidate_count,support_q10_mm,support_q90_mm,observed_support_span_mm,selected_component_count,selected_x_values_mm,selected_z_values_mm,selected_ranks,selection_score,selected_base_sum,edge_envelope_score,support_score,active_structure_score,regular_structure_score,pair_structure_score,regular_center_score,x_span_mm,gap_left_mm,gap_right_mm,target_slot_hit_count,all_target_slots_hit,target_slot_hit_flags,target_slot_abs_errors_mm,max_target_slot_abs_error_mm,truth_free_selection_at_inference,uses_branch_slots_for_selection
env1_struct0_support0_center0.1_span100,1.0,0.0,0.0,0.1,100.0,target2_close50_linear29p5|seed13|nominal,target2_close50_linear29p5,13,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed13_nominal_cpu,regular,17,185.8,296.0,110.19999999999999,3,"187,250,294","85,84,92","15,3,8",0.0934103333333337,0.223827,-0.10666666666666628,3.715558646315708,-0.31666666666666665,-0.31666666666666665,-0.55,-0.2375,107.0,63.0,44.0,3,True,"1,1,1","3,0,6",6.0,True,False
env1_struct0_support0_center0.1_span100,1.0,0.0,0.0,0.1,100.0,target2_close50_linear29p5|seed13|source_mismatch,target2_close50_linear29p5,13,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed13_source_mismatch_cpu,regular,17,186.6,301.2,114.6,3,"187,258,305","102,90,90","9,2,11",0.11665433333333278,0.28665433333333334,-0.14000000000000057,4.20871791753067,-0.4,-0.4,-0.7333333333333333,-0.3,118.0,71.0,47.0,3,True,"1,1,1","3,8,5",8.0,True,False
env1_struct0_support0_center0.1_span100,1.0,0.0,0.0,0.1,100.0,target2_close50_linear29p5|seed21|nominal,target2_close50_linear29p5,21,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed21_nominal_cpu,regular,20,189.8,298.3,108.5,3,"188,253,298","97,101,97","18,1,6",0.1558116666666659,0.25081166666666665,-0.07000000000000076,4.248550325999942,-0.3333333333333333,-0.3333333333333333,-0.6,-0.25,110.0,65.0,45.0,3,True,"1,1,1","2,3,2",3.0,True,False
env1_struct0_support0_center0.1_span100,1.0,0.0,0.0,0.1,100.0,target2_close50_linear29p5|seed21|source_mismatch,target2_close50_linear29p5,21,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed21_source_mismatch_cpu,regular,20,185.7,294.0,108.30000000000001,3,"188,252,294","97,82,80","12,1,5",0.3668803333333329,0.471047,-0.07666666666666705,4.2434479053475105,-0.36666666666666664,-0.36666666666666664,-0.5333333333333333,-0.275,106.0,64.0,42.0,3,True,"1,1,1","2,2,6",6.0,True,False
env1_struct0_support0_center0.1_span100,1.0,0.0,0.0,0.1,100.0,target2_close50_linear29p5|seed34|nominal,target2_close50_linear29p5,34,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed34_nominal_cpu,regular,20,184.8,296.7,111.89999999999998,3,"183,257,296","97,87,76","16,2,9",-0.005632666666666682,0.12145066666666665,-0.08333333333333333,3.784405541161729,-0.5833333333333334,-0.5833333333333334,-0.65,-0.4375,113.0,74.0,39.0,3,True,"1,1,1","7,7,4",7.0,True,False
env1_struct0_support0_center0.1_span100,1.0,0.0,0.0,0.1,100.0,target2_close50_linear29p5|seed34|source_mismatch,target2_close50_linear29p5,34,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed34_source_mismatch_cpu,regular,16,183.5,293.0,109.5,3,"181,250,295","102,84,89","8,1,7",0.25701833333333324,0.4370183333333333,-0.15,4.51588421788679,-0.4,-0.4,-0.6666666666666666,-0.3,114.0,69.0,45.0,3,True,"1,1,1","9,0,5",9.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close14|seed13|nominal,target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,close_pair,20,185.9,265.8,79.9,3,"185,250,265","97,81,85","13,5,1",0.4812293333333328,0.537896,-0.05666666666666723,6.161432650905856,-0.1,-0.8333333333333334,-0.1,-0.625,80.0,65.0,15.0,3,True,"1,1,1","5,0,1",5.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close14|seed13|source_mismatch,target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,close_pair,20,187.9,264.2,76.29999999999998,3,"187,252,264","94,87,81","7,4,1",0.6334913333333334,0.6701579999999999,-0.03666666666666648,5.36186513549557,-0.11666666666666667,-0.8833333333333333,-0.11666666666666667,-0.6625,77.0,65.0,12.0,3,True,"1,1,1","3,2,0",3.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close14|seed21|nominal,target2_close14,21,nominal,local2d_detector_baseline_target2_close14_seed21_nominal_cpu,close_pair,20,190.5,266.2,75.69999999999999,3,"191,254,266","86,91,91","13,3,1",0.591497666666667,0.614831,-0.023333333333332953,5.62569823145202,-0.08333333333333333,-0.85,-0.08333333333333333,-0.6375,75.0,63.0,12.0,3,True,"1,1,1","1,4,2",4.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close14|seed21|source_mismatch,target2_close14,21,source_mismatch,local2d_detector_baseline_target2_close14_seed21_source_mismatch_cpu,close_pair,20,190.9,263.8,72.9,3,"194,248,263","86,86,81","7,3,1",0.5605579999999998,0.690558,-0.1300000000000002,4.738466034881787,-0.11666666666666667,-0.65,-0.11666666666666667,-0.4875,69.0,54.0,15.0,3,True,"1,1,1","4,2,1",4.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close14|seed34|nominal,target2_close14,34,nominal,local2d_detector_baseline_target2_close14_seed34_nominal_cpu,close_pair,20,189.8,272.0,82.19999999999999,3,"190,260,272","85,87,92","14,1,2",0.6173933333333338,0.6240600000000001,-0.006666666666666288,6.004128352571726,-0.2,-0.9666666666666667,-0.2,-0.725,82.0,70.0,12.0,3,True,"1,1,1","0,10,8",10.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close14|seed34|source_mismatch,target2_close14,34,source_mismatch,local2d_detector_baseline_target2_close14_seed34_source_mismatch_cpu,close_pair,20,190.9,264.0,73.1,3,"191,247,261","93,85,83","14,5,1",0.40406466666666674,0.5073979999999999,-0.10333333333333314,5.642425193629503,-0.06666666666666667,-0.7,-0.06666666666666667,-0.525,70.0,56.0,14.0,3,True,"1,1,1","1,3,3",3.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close50_linear29p5|seed13|nominal,target2_close50_linear29p5,13,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed13_nominal_cpu,regular,17,185.8,296.0,110.19999999999999,3,"187,250,294","85,84,92","15,3,8",0.0934103333333337,0.223827,-0.10666666666666628,3.715558646315708,-0.31666666666666665,-0.31666666666666665,-0.55,-0.2375,107.0,63.0,44.0,3,True,"1,1,1","3,0,6",6.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close50_linear29p5|seed13|source_mismatch,target2_close50_linear29p5,13,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed13_source_mismatch_cpu,regular,17,186.6,301.2,114.6,3,"187,258,305","102,90,90","9,2,11",0.11665433333333278,0.28665433333333334,-0.14000000000000057,4.20871791753067,-0.4,-0.4,-0.7333333333333333,-0.3,118.0,71.0,47.0,3,True,"1,1,1","3,8,5",8.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close50_linear29p5|seed21|nominal,target2_close50_linear29p5,21,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed21_nominal_cpu,regular,20,189.8,298.3,108.5,3,"188,253,298","97,101,97","18,1,6",0.1558116666666659,0.25081166666666665,-0.07000000000000076,4.248550325999942,-0.3333333333333333,-0.3333333333333333,-0.6,-0.25,110.0,65.0,45.0,3,True,"1,1,1","2,3,2",3.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close50_linear29p5|seed21|source_mismatch,target2_close50_linear29p5,21,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed21_source_mismatch_cpu,regular,20,185.7,294.0,108.30000000000001,3,"188,252,294","97,82,80","12,1,5",0.3668803333333329,0.471047,-0.07666666666666705,4.2434479053475105,-0.36666666666666664,-0.36666666666666664,-0.5333333333333333,-0.275,106.0,64.0,42.0,3,True,"1,1,1","2,2,6",6.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close50_linear29p5|seed34|nominal,target2_close50_linear29p5,34,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed34_nominal_cpu,regular,20,184.8,296.7,111.89999999999998,3,"183,257,296","97,87,76","16,2,9",-0.005632666666666682,0.12145066666666665,-0.08333333333333333,3.784405541161729,-0.5833333333333334,-0.5833333333333334,-0.65,-0.4375,113.0,74.0,39.0,3,True,"1,1,1","7,7,4",7.0,True,False
env1_struct0_support0_center0.1_span105,1.0,0.0,0.0,0.1,105.0,target2_close50_linear29p5|seed34|source_mismatch,target2_close50_linear29p5,34,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed34_source_mismatch_cpu,regular,16,183.5,293.0,109.5,3,"181,250,295","102,84,89","8,1,7",0.25701833333333324,0.4370183333333333,-0.15,4.51588421788679,-0.4,-0.4,-0.6666666666666666,-0.3,114.0,69.0,45.0,3,True,"1,1,1","9,0,5",9.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close14|seed13|nominal,target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,close_pair,20,185.9,265.8,79.9,3,"185,250,265","97,81,85","13,5,1",0.9741439454058013,0.537896,-0.05666666666666723,6.161432650905856,-0.1,-0.8333333333333334,-0.1,-0.625,80.0,65.0,15.0,3,True,"1,1,1","5,0,1",5.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close14|seed13|source_mismatch,target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,close_pair,20,187.9,264.2,76.29999999999998,3,"187,252,264","94,87,81","7,4,1",1.062440544172979,0.6701579999999999,-0.03666666666666648,5.36186513549557,-0.11666666666666667,-0.8833333333333333,-0.11666666666666667,-0.6625,77.0,65.0,12.0,3,True,"1,1,1","3,2,0",3.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close14|seed21|nominal,target2_close14,21,nominal,local2d_detector_baseline_target2_close14_seed21_nominal_cpu,close_pair,20,190.5,266.2,75.69999999999999,3,"191,254,266","86,91,91","13,3,1",1.0415535251828287,0.614831,-0.023333333333332953,5.62569823145202,-0.08333333333333333,-0.85,-0.08333333333333333,-0.6375,75.0,63.0,12.0,3,True,"1,1,1","1,4,2",4.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close14|seed21|source_mismatch,target2_close14,21,source_mismatch,local2d_detector_baseline_target2_close14_seed21_source_mismatch_cpu,close_pair,20,190.9,263.8,72.9,3,"194,248,263","86,86,81","7,3,1",0.9396352827905428,0.690558,-0.1300000000000002,4.738466034881787,-0.11666666666666667,-0.65,-0.11666666666666667,-0.4875,69.0,54.0,15.0,3,True,"1,1,1","4,2,1",4.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close14|seed34|nominal,target2_close14,34,nominal,local2d_detector_baseline_target2_close14_seed34_nominal_cpu,close_pair,20,189.8,272.0,82.19999999999999,3,"190,260,272","85,87,92","14,1,2",1.097723601539072,0.6240600000000001,-0.006666666666666288,6.004128352571726,-0.2,-0.9666666666666667,-0.2,-0.725,82.0,70.0,12.0,3,True,"1,1,1","0,10,8",10.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close14|seed34|source_mismatch,target2_close14,34,source_mismatch,local2d_detector_baseline_target2_close14_seed34_source_mismatch_cpu,close_pair,20,190.9,264.0,73.1,3,"191,247,261","93,85,83","14,5,1",0.8554586821570269,0.5073979999999999,-0.10333333333333314,5.642425193629503,-0.06666666666666667,-0.7,-0.06666666666666667,-0.525,70.0,56.0,14.0,3,True,"1,1,1","1,3,3",3.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close50_linear29p5|seed13|nominal,target2_close50_linear29p5,13,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed13_nominal_cpu,regular,17,185.8,296.0,110.19999999999999,3,"187,271,294","85,89,92","15,4,8",0.44674129687907016,0.19409300000000002,-0.10666666666666628,4.491437044321706,-1.0166666666666666,-1.0166666666666666,-0.55,-0.7625,107.0,84.0,23.0,2,False,"1,0,1","3,21,6",21.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close50_linear29p5|seed13|source_mismatch,target2_close50_linear29p5,13,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed13_source_mismatch_cpu,regular,17,186.6,301.2,114.6,3,"187,258,305","102,90,90","9,2,11",0.4833517667357864,0.28665433333333334,-0.14000000000000057,4.20871791753067,-0.4,-0.4,-0.7333333333333333,-0.3,118.0,71.0,47.0,3,True,"1,1,1","3,8,5",8.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close50_linear29p5|seed21|nominal,target2_close50_linear29p5,21,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed21_nominal_cpu,regular,20,189.8,298.3,108.5,3,"188,253,298","97,101,97","18,1,6",0.5206956927466613,0.25081166666666665,-0.07000000000000076,4.248550325999942,-0.3333333333333333,-0.3333333333333333,-0.6,-0.25,110.0,65.0,45.0,3,True,"1,1,1","2,3,2",3.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close50_linear29p5|seed21|source_mismatch,target2_close50_linear29p5,21,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed21_source_mismatch_cpu,regular,20,185.7,294.0,108.30000000000001,3,"188,252,294","97,82,80","12,1,5",0.7338561657611338,0.471047,-0.07666666666666705,4.2434479053475105,-0.36666666666666664,-0.36666666666666664,-0.5333333333333333,-0.275,106.0,64.0,42.0,3,True,"1,1,1","2,2,6",6.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close50_linear29p5|seed34|nominal,target2_close50_linear29p5,34,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed34_nominal_cpu,regular,20,184.8,296.7,111.89999999999998,3,"183,257,296","97,87,76","16,2,9",0.34086977662627166,0.12145066666666665,-0.08333333333333333,3.784405541161729,-0.5833333333333334,-0.5833333333333334,-0.65,-0.4375,113.0,74.0,39.0,3,True,"1,1,1","7,7,4",7.0,True,False
env1_struct0_support0.08_center0_span90,1.0,0.0,0.08,0.0,90.0,target2_close50_linear29p5|seed34|source_mismatch,target2_close50_linear29p5,34,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed34_source_mismatch_cpu,regular,16,183.5,293.0,109.5,3,"181,250,295","102,84,89","8,1,7",0.6482890707642766,0.4370183333333333,-0.15,4.51588421788679,-0.4,-0.4,-0.6666666666666666,-0.3,114.0,69.0,45.0,3,True,"1,1,1","9,0,5",9.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close14|seed13|nominal,target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,close_pair,20,185.9,265.8,79.9,3,"185,250,265","97,81,85","13,5,1",0.9741439454058013,0.537896,-0.05666666666666723,6.161432650905856,-0.1,-0.8333333333333334,-0.1,-0.625,80.0,65.0,15.0,3,True,"1,1,1","5,0,1",5.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close14|seed13|source_mismatch,target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,close_pair,20,187.9,264.2,76.29999999999998,3,"187,252,264","94,87,81","7,4,1",1.062440544172979,0.6701579999999999,-0.03666666666666648,5.36186513549557,-0.11666666666666667,-0.8833333333333333,-0.11666666666666667,-0.6625,77.0,65.0,12.0,3,True,"1,1,1","3,2,0",3.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close14|seed21|nominal,target2_close14,21,nominal,local2d_detector_baseline_target2_close14_seed21_nominal_cpu,close_pair,20,190.5,266.2,75.69999999999999,3,"191,254,266","86,91,91","13,3,1",1.0415535251828287,0.614831,-0.023333333333332953,5.62569823145202,-0.08333333333333333,-0.85,-0.08333333333333333,-0.6375,75.0,63.0,12.0,3,True,"1,1,1","1,4,2",4.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close14|seed21|source_mismatch,target2_close14,21,source_mismatch,local2d_detector_baseline_target2_close14_seed21_source_mismatch_cpu,close_pair,20,190.9,263.8,72.9,3,"194,248,263","86,86,81","7,3,1",0.9396352827905428,0.690558,-0.1300000000000002,4.738466034881787,-0.11666666666666667,-0.65,-0.11666666666666667,-0.4875,69.0,54.0,15.0,3,True,"1,1,1","4,2,1",4.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close14|seed34|nominal,target2_close14,34,nominal,local2d_detector_baseline_target2_close14_seed34_nominal_cpu,close_pair,20,189.8,272.0,82.19999999999999,3,"190,260,272","85,87,92","14,1,2",1.097723601539072,0.6240600000000001,-0.006666666666666288,6.004128352571726,-0.2,-0.9666666666666667,-0.2,-0.725,82.0,70.0,12.0,3,True,"1,1,1","0,10,8",10.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close14|seed34|source_mismatch,target2_close14,34,source_mismatch,local2d_detector_baseline_target2_close14_seed34_source_mismatch_cpu,close_pair,20,190.9,264.0,73.1,3,"191,247,261","93,85,83","14,5,1",0.8554586821570269,0.5073979999999999,-0.10333333333333314,5.642425193629503,-0.06666666666666667,-0.7,-0.06666666666666667,-0.525,70.0,56.0,14.0,3,True,"1,1,1","1,3,3",3.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close50_linear29p5|seed13|nominal,target2_close50_linear29p5,13,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed13_nominal_cpu,regular,17,185.8,296.0,110.19999999999999,3,"187,271,294","85,89,92","15,4,8",0.44674129687907016,0.19409300000000002,-0.10666666666666628,4.491437044321706,-1.0166666666666666,-1.0166666666666666,-0.55,-0.7625,107.0,84.0,23.0,2,False,"1,0,1","3,21,6",21.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close50_linear29p5|seed13|source_mismatch,target2_close50_linear29p5,13,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed13_source_mismatch_cpu,regular,17,186.6,301.2,114.6,3,"187,258,305","102,90,90","9,2,11",0.4833517667357864,0.28665433333333334,-0.14000000000000057,4.20871791753067,-0.4,-0.4,-0.7333333333333333,-0.3,118.0,71.0,47.0,3,True,"1,1,1","3,8,5",8.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close50_linear29p5|seed21|nominal,target2_close50_linear29p5,21,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed21_nominal_cpu,regular,20,189.8,298.3,108.5,3,"188,253,298","97,101,97","18,1,6",0.5206956927466613,0.25081166666666665,-0.07000000000000076,4.248550325999942,-0.3333333333333333,-0.3333333333333333,-0.6,-0.25,110.0,65.0,45.0,3,True,"1,1,1","2,3,2",3.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close50_linear29p5|seed21|source_mismatch,target2_close50_linear29p5,21,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed21_source_mismatch_cpu,regular,20,185.7,294.0,108.30000000000001,3,"188,252,294","97,82,80","12,1,5",0.7338561657611338,0.471047,-0.07666666666666705,4.2434479053475105,-0.36666666666666664,-0.36666666666666664,-0.5333333333333333,-0.275,106.0,64.0,42.0,3,True,"1,1,1","2,2,6",6.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close50_linear29p5|seed34|nominal,target2_close50_linear29p5,34,nominal,local2d_detector_baseline_target2_close50_linear29p5_seed34_nominal_cpu,regular,20,184.8,296.7,111.89999999999998,3,"183,257,296","97,87,76","16,2,9",0.34086977662627166,0.12145066666666665,-0.08333333333333333,3.784405541161729,-0.5833333333333334,-0.5833333333333334,-0.65,-0.4375,113.0,74.0,39.0,3,True,"1,1,1","7,7,4",7.0,True,False
env1_struct0_support0.08_center0_span100,1.0,0.0,0.08,0.0,100.0,target2_close50_linear29p5|seed34|source_mismatch,target2_close50_linear29p5,34,source_mismatch,local2d_detector_baseline_target2_close50_linear29p5_seed34_source_mismatch_cpu,regular,16,183.5,293.0,109.5,3,"181,250,295","102,84,89","8,1,7",0.6482890707642766,0.4370183333333333,-0.15,4.51588421788679,-0.4,-0.4,-0.6666666666666666,-0.3,114.0,69.0,45.0,3,True,"1,1,1","9,0,5",9.0,True,False
env1_struct0_support0.08_center0_span105,1.0,0.0,0.08,0.0,105.0,target2_close14|seed13|nominal,target2_close14,13,nominal,local2d_detector_baseline_target2_close14_seed13_nominal_cpu,close_pair,20,185.9,265.8,79.9,3,"185,250,265","97,81,85","13,5,1",0.9741439454058013,0.537896,-0.05666666666666723,6.161432650905856,-0.1,-0.8333333333333334,-0.1,-0.625,80.0,65.0,15.0,3,True,"1,1,1","5,0,1",5.0,True,False
env1_struct0_support0.08_center0_span105,1.0,0.0,0.08,0.0,105.0,target2_close14|seed13|source_mismatch,target2_close14,13,source_mismatch,local2d_detector_baseline_target2_close14_seed13_source_mismatch_cpu,close_pair,20,187.9,264.2,76.29999999999998,3,"187,252,264","94,87,81","7,4,1",1.062440544172979,0.6701579999999999,-0.03666666666666648,5.36186513549557,-0.11666666666666667,-0.8833333333333333,-0.11666666666666667,-0.6625,77.0,65.0,12.0,3,True,"1,1,1","3,2,0",3.0,True,False
env1_struct0_support0.08_center0_span105,1.0,0.0,0.08,0.0,105.0,target2_close14|seed21|nominal,target2_close14,21,nominal,local2d_detector_baseline_target2_close14_seed21_nominal_cpu,close_pair,20,190.5,266.2,75.69999999999999,3,"191,254,266","86,91,91","13,3,1",1.0415535251828287,0.614831,-0.023333333333332953,5.62569823145202,-0.08333333333333333,-0.85,-0.08333333333333333,-0.6375,75.0,63.0,12.0,3,True,"1,1,1","1,4,2",4.0,True,False
